"","X1","Community","Gender","Literacy","Community_Group","Year","Income_source","Food_source","Education_HH","Education_spouse","Cons_Intervention_gen","Devel_Intervention_gen","Fish_NTZ","FFS","CGRN_Miombo","CGRN_Mangrove","VSLA","Association_Alliance","Food_Groups","Grains","Manufactured Cereals","Banana","Potato","Sweet Potato","Pumpkin/Carrot","Sugar","Beans/Lentils","Nuts","Vegetables","Dark Leafy Greens","Mango/Papaya","Wild Fruits","Red Meat","White Meat","Pork","Organs","Eggs","Fish","Oils/Fats","Dairy","CSB","Seeds","Salt","Inects","Weighted_Dietary_Diversity","Assets","Bicycle","Radio","Bed","Cellphone","Watch","Stove","Chair","Table","Cups & plates","Gas","Television","Axe","Machete","Mortar & pestle","Wagon","Sewing Machine","Fishing rod","Fishing net","Harpoon","Canoe","Canoe Moma","Raft","Tractor","Motorcycle","Mattress","Asset_weight_sum","TotalAssetValue","ProductiveAssetValue","NonProductiveAssetValue","Econ_dec","Chng_livli","Days_seafood","Fish_freq","Fish_sanct_impct","Prohb_fish","No_fish_spec","CF_USE_YN","CF_USE_Construction","CF_USE_Honey","CF_USE_Medicine","CF_USE_Fruit","CF_USE_Other","Mang_USE_YN","Mang_USE_Firewood","Mang_USE_Home","Mang_USE_CrabSnail","Mang_USE_FishProd","Mang_USE_medicine","Mang_USE_Honey","Mang_USE_FishTrap","Mang_USE_Other","Crop_Rotation","Legumes_BRS","Minimum_tillage","Mulching","Live_cover","Organic_Fertilizer","Any_fert","Borrow","Credit_from_A","Credit_from_B","Credit_from_C","Credit_reason","FFS_Participation"
"2154",2154,"Macogone","Female",0,0,2018,"Informal_work","Subsist_crops","None",NA,0,1,0,1,0,0,1,0,7,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,200,0,200,"head","1","3","0",NA,NA,NA,"1","1","0","0","0","1","1","1","1","0","1","0","0","0","0","0",1,"1",1,"1",NA,1,0,NA,NA,NA,NA,"1"
"2155",2155,"Macogone","Female",0,0,2018,"None","Cash_crops","None",NA,0,1,0,1,0,0,1,0,7,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.45,1100,400,700,"together","0","7","0",NA,NA,NA,"1","1","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",1,"0",NA,0,0,NA,NA,NA,NA,NA
"2156",2156,"Macogone","Male",0,0,2018,"None","Cash_crops","None","None",0,1,0,1,0,0,1,0,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,6,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,7000,500,6500,"head","0","7","0",NA,NA,NA,"1","1","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",1,"1",NA,1,0,NA,NA,NA,NA,NA
"2157",2157,"Macogone","Male",0,0,2018,"Fish_sale_local","Cash_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0,8,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,10,10,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.45,12900,6400,6500,"head","0","7","0","harmed","No",NA,"1","1","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0",1,"1",NA,1,0,NA,NA,NA,NA,NA
"2158",2158,"Macogone","Male",0,0,2018,"Subsist_crops","Subsist_crops","None","None",0,1,0,1,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,8,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1.25,6000,1300,4700,"head","0","7","5","benefited","Yes","Yes","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0",1,"1",0,"0",NA,0,1,"Friends_family",NA,NA,"Food",NA
"2159",2159,"Macogone","Male",1,0,2018,"Informal_work","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0,6,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,7,12,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,3.9,15400,8800,6600,"head","0","5","4",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,"0",NA,0,0,NA,NA,NA,NA,"0"
"2160",2160,"Macogone","Male",1,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,12,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.5,9600,1400,8200,"together","0","5","0","benefited",NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,"0"
"2161",2161,"Macogone","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,9,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.55,5000,900,4100,"together","0","3","0",NA,NA,NA,"1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2162",2162,"Macogone","Male",1,1,2018,"Informal_work","Subsist_crops","Incomplete_primary","Complete_primary",0,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,8,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2.45,8600,700,7900,"together","0","3","0",NA,NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,"0"
"2163",2163,"Macogone","Male",0,1,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spouse","0","3","1",NA,"Yes","Yes","1","0","0","0","1","1","1","1","0","1","0","0","0","0","0","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2164",2164,"Namame","Male",0,1,2018,"Fish_sale_local","Fish_sale_local","Incomplete_primary","None",0,1,0,1,0,0,1,1,9,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,11,13,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,3.3,25500,17400,8100,"head","0","6","7","none","Yes","Yes","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0",0,"1",0,"0",NA,0,1,"Informal_credit",NA,NA,"Fish_equiptment","0"
"2165",2165,"Namame","Male",1,1,2018,"Formal_work","Formal_work","Complete_secondary_or_higher","Complete_secondary_or_higher",0,1,0,1,0,0,1,1,10,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,10,13,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,12100,3900,8200,"together","0","7","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,"0"
"2166",2166,"Namame","Male",1,1,2018,"Informal_formal_business","Subsist_crops","Complete_primary","Incomplete_primary",0,1,0,1,0,0,1,1,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,11,11,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3.05,9300,1200,8100,"head","0","7","0",NA,NA,NA,"1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0",1,"1",0,"0",NA,0,1,"Friends_family",NA,NA,"Other","0"
"2167",2167,"Namame","Female",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary",NA,0,1,0,1,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,6,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.35,5900,1200,4700,"head","0","7","7",NA,"No",NA,"1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0",1,"1",1,"1",NA,1,0,NA,NA,NA,NA,"0"
"2168",2168,"Namame","Male",0,1,2018,"Subsist_crops","Informal_work","None","None",0,1,0,1,0,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,600,400,200,"head","0","4","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2169",2169,"Namame","Male",1,0,2018,"Subsist_crops","Informal_work","Incomplete_secondary","None",0,1,0,1,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45,200,200,0,"head","0","4","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2170",2170,"Namame","Male",0,1,2018,"Fish_sale_local","Subsist_crops","None","None",0,1,0,1,0,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,8,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.35,8100,200,7900,"head","0","7","0",NA,NA,NA,"1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0",0,"0",0,"0",NA,0,1,"Informal_credit",NA,NA,"Fish_equiptment",NA
"2171",2171,"Namame","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",0,1,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,9,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3,14100,6600,7500,"together","0","3","3",NA,"Yes","Yes","1","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2172",2172,"Namame","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0,7,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,8.5,8,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2.9,9000,6600,2400,"together","0","0","3",NA,"Yes","Yes","0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2173",2173,"Namame","Male",1,0,2018,"Cash_crops","Subsist_crops","Complete_primary","Incomplete_primary",0,1,0,1,0,0,1,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,9,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.85,6100,900,5200,"together","0","3","0",NA,NA,NA,"1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2174",2174,"Namame","Male",1,1,2018,"Informal_formal_business","Subsist_crops","Complete_primary","Incomplete_secondary",0,1,0,1,0,0,1,1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.5,11,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.1,8100,1400,6700,"head","0","4","0",NA,NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0",1,"0",0,"0",NA,0,0,NA,NA,NA,NA,"0"
"2175",2175,"Namame","Female",1,0,2018,"Fish_sale_local","Subsist_crops","Complete_primary","Incomplete_secondary",0,1,0,1,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,11,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2.95,10000,7400,2600,"spouse","0","4","2",NA,"Yes","Yes","1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2176",2176,"Namame","Male",1,0,2018,"Subsist_crops","Subsist_crops","Complete_primary","None",0,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,7,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2,6100,1400,4700,"spouse","0","5","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2177",2177,"Namame","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.45,1100,400,700,"spouse","0","4","5",NA,"No",NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2178",2178,"Namame","Male",0,1,2018,"Subsist_crops","Subsist_crops","None","None",0,1,0,1,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,12,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3.7,12000,3900,8100,"head","0","6","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2179",2179,"Namame","Male",1,1,2018,"Formal_work","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,1,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,4,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.55,5200,700,4500,"together","1","2","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,"1"
"2180",2180,"Namame","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,5,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.85,5000,200,4800,"head","0","7","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2181",2181,"Namame","Male",1,1,2018,"Other","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,11,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2.95,12500,5800,6700,"together","0","7","1",NA,"No",NA,"1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,"1"
"2182",2182,"Namame","Male",1,1,2018,"Fish_sale_local","Cash_crops","Incomplete_secondary","None",0,1,0,1,0,0,1,0,8,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,11,12,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,4.35,43600,37500,6100,"head","0","7","4","harmed","Yes","Yes","0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"1",NA,1,0,NA,NA,NA,NA,"1"
"2183",2183,"Namame","Male",0,0,2018,"Cash_crops","Cash_crops","None","None",0,1,0,1,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1300,700,600,"head","0","0","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"1",NA,1,0,NA,NA,NA,NA,NA
"2184",2184,"Nauluco","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,1,11,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,18,8,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2,7000,400,6600,"head","1","2","4",NA,"Yes","No","0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"1",NA,1,0,NA,NA,NA,NA,NA
"2185",2185,"Nauluco","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,8,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.65,7300,700,6600,"head","0","0","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0",1,"1",NA,1,0,NA,NA,NA,NA,"0"
"2186",2186,"Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5,4,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.45,1300,200,1100,"head","0","0","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,"0",NA,0,0,NA,NA,NA,NA,"0"
"2187",2187,"Nauluco","Male",1,0,2018,"Transportation","Subsist_crops","Incomplete_secondary","None",0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35,1100,200,900,"head","0","4","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2188",2188,"Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,9,9,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.85,8500,900,7600,"head","0","4","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0",1,"0",NA,0,0,NA,NA,NA,NA,NA
"2189",2189,"Nauluco","Male",1,0,2018,"Subsist_crops","Subsist_crops","None","Incomplete_primary",0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,11,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3.95,11300,3200,8100,"together","0","3","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2190",2190,"Mingolene","Male",0,1,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,1,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,10,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2.8,17600,15600,2000,"spouse","1","5","7","benefited","Yes","Yes","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0",0,"1",0,"0",NA,0,1,"Informal_credit",NA,NA,"Business",NA
"2191",2191,"Pulizica","Male",0,0,2018,"Informal_work","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,7,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.4,3500,900,2600,"head","0","2","4","benefited","Yes","No","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2192",2192,"Pulizica","Male",0,1,2018,"Informal_formal_business","Cash_crops","None","None",1,0,1,0,0,1,0,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,3.05,26600,20500,6100,"head","0","0","0","harmed","Yes","Yes","0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0",1,"1",NA,1,0,NA,NA,NA,NA,NA
"2193",2193,"Pulizica","Male",1,1,2018,"Informal_formal_business","Fish_sale_external","Incomplete_primary","None",1,0,1,0,0,1,0,0,8,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,12.5,11,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2.7,9500,1400,8100,"head","0","3","0","benefited","No",NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0",1,"0",0,"0",NA,0,0,NA,NA,NA,NA,"0"
"2194",2194,"Pulizica","Male",1,0,2018,"Formal_work","Subsist_crops","Complete_secondary_or_higher","None",1,0,1,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,9,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.5,8600,400,8200,"head","0","7","0","benefited",NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","1","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,"0"
"2195",2195,"Pulizica","Male",1,0,2018,"Other","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,0,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,5,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75,1200,400,800,"together","0","7","0","benefited",NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,"1"
"2196",2196,"Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,6,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.7,10300,5800,4500,"together","0","7","0","benefited","Yes","Yes","1","1","0","0","0","1","1","0","1","0","1","0","0","0","0","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2197",2197,"Pulizica","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,0,6,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,7,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.85,7100,900,6200,"together","0","7","0",NA,NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2198",2198,"Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,8,8,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2.05,10700,5900,4800,"together","0","7","1","none","Yes","Yes","1","1","0","0","0","1","1","1","1","0","0","0","0","0","1","0",0,"0",0,"0",NA,0,1,"Friends_family",NA,NA,"Food","0"
"2199",2199,"Pulizica","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Complete_primary","Incomplete_primary",1,0,1,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,3.15,13700,7500,6200,"together","0","4","4",NA,"Yes","Yes","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0",0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
"2200",2200,"Pulizica","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","None",1,0,1,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2.05,4600,1900,2700,"spouse","0","3","2",NA,"Yes","Yes","1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,"0",NA,0,0,NA,NA,NA,NA,NA
