"","Community","Gender","Literacy","Community_Group","Year","Income_source","Food_source","Education_HH","Education_spouse","Cons_Intervention_gen","Devel_Intervention_gen","Fish_NTZ","FFS","CGRN_Miombo","CGRN_Mangrove","VSLA","Association_Alliance"
"1917","Macogone","Male",1,0,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1918","Macogone","Female",0,0,2018,"Cash_crops","Cash_crops","None",NA,0,1,0,1,0,0,1,0
"1919","Macogone","Male",0,0,2018,"Remittances","Cash_crops","None","None",0,1,0,1,0,0,1,0
"1920","Macogone","Male",1,0,2018,"Informal_formal_business","Cash_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1921","Macogone","Male",1,1,2018,"Cash_crops","Cash_crops","Incomplete_secondary","None",0,1,0,1,0,0,1,1
"1922","Macogone","Male",1,1,2018,"Fruit","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1923","Macogone","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"1924","Macogone","Male",0,1,2018,"Other","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1925","Macogone","Male",1,0,2018,"Subsist_crops","Subsist_crops","Complete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1926","Namame","Male",0,1,2018,"Other","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,1
"1927","Namame","Male",1,0,2018,"Informal_formal_business","Subsist_crops","None","None",0,1,0,1,0,0,1,0
"1928","Namame","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Complete_primary",0,1,0,1,0,0,1,0
"1929","Namame","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,1
"1930","Namame","Female",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary",NA,0,1,0,1,0,0,1,1
"1931","Namame","Male",1,0,2018,"Subsist_crops","Informal_formal_business","Incomplete_secondary",NA,0,1,0,1,0,0,1,0
"1932","Namame","Male",1,1,2018,"Informal_formal_business","Subsist_crops","Complete_secondary_or_higher",NA,0,1,0,1,0,0,1,1
"1933","Namame","Male",1,1,2018,"Subsist_crops","Fish_sale_local","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,1
"1934","Namame","Female",0,0,2018,"Subsist_crops","Subsist_crops","None",NA,0,1,0,1,0,0,1,0
"1935","Namame","Male",0,0,2018,"Subsist_crops","Fish_sale_local","None","None",0,1,0,1,0,0,1,0
"1936","Namame","Male",0,0,2018,"Subsist_crops","Artisan","Incomplete_primary","None",0,1,0,1,0,0,1,0
"1937","Namame","Male",0,0,2018,"Subsist_crops","Artisan","None","None",0,1,0,1,0,0,1,0
"1938","Namame","Male",0,0,2018,"Cash_crops","Subsist_crops","None","Incomplete_primary",0,1,0,1,0,0,1,0
"1939","Namame","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1940","Namame","Male",1,0,2018,"Informal_work","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"1941","Namame","Male",0,1,2018,"Sell_drinks","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,1
"1942","Namame","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"1943","Namame","Male",0,0,2018,"Cash_crops","Subsist_crops","None","None",0,1,0,1,0,0,1,0
"1944","Namame","Male",0,1,2018,"Informal_formal_business","Cash_crops","None","Incomplete_primary",0,1,0,1,0,0,1,0
"1945","Namame","Male",1,1,2018,"Other","Cash_crops","Complete_primary","None",0,1,0,1,0,0,1,0
"1946","Namame","Male",0,1,2018,"Other","Cash_crops","None","None",0,1,0,1,0,0,1,0
"1947","Namame","Male",1,0,2018,"Informal_formal_business","Cash_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1948","Nauluco","Male",1,0,2018,"Informal_formal_business","Subsist_crops","Complete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"1949","Nauluco","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,0,0,0,0,0,0,0
"1950","Nauluco","Male",0,1,2018,"Subsist_crops","Subsist_crops","None","None",0,0,0,0,0,0,0,0
"1951","Nauluco","Male",0,1,2018,"Subsist_crops","Subsist_crops","None","None",0,0,0,0,0,0,0,0
"1952","Nauluco","Male",0,0,2018,"Subsist_crops","Informal_formal_business","None","None",0,0,0,0,0,0,0,0
"1953","Nauluco","Male",0,0,2018,"Fish_sale_local","Informal_formal_business","Incomplete_primary","None",0,0,0,0,0,0,0,0
"1954","Nauluco","Female",0,0,2018,"Remittances","Cash_crops","None",NA,0,0,0,0,0,0,0,0
"1955","Mingolene","Male",1,0,2018,"Fish_sale_local","Fish_sale_local","Complete_primary","Incomplete_primary",1,0,1,0,0,1,0,0
"1956","Mingolene","Male",0,1,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",1,0,1,0,0,1,0,1
"1957","Mingolene","Female",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary",NA,1,0,1,0,0,1,0,0
"1958","Nauluco","Male",0,1,2018,"Subsist_crops","Subsist_crops",NA,"Incomplete_primary",0,0,0,0,0,0,0,1
"1959","Namame","Male",0,0,2018,"Subsist_crops","Firewood_charcoal","None","None",0,1,0,1,0,0,1,0
"1960","Namame","Male",1,1,2018,"Cash_crops","Fish_processing","Complete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1961","Mingolene","Male",0,0,2018,"Fish_sale_external","Subsist_crops","None","None",1,0,1,0,0,1,0,0
"1962","Namame","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,1
"1963","Namame","Male",0,0,2018,"Formal_work","Subsist_crops","None","None",0,1,0,1,0,0,1,0
"1964","Namame","Male",0,0,2018,"Fish_sale_external","Subsist_crops","None","None",0,1,0,1,0,0,1,0
"1965","Namame","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1966","Namame","Male",0,1,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,1
"1967","Namame","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Complete_secondary_or_higher","None",0,1,0,1,0,0,1,0
"1968","Namame","Female",0,1,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary",NA,0,1,0,1,0,0,1,0
"1969","Nauluco","Male",0,0,2018,"Informal_work","Informal_work","None","Incomplete_primary",0,0,0,0,0,0,0,0
"1970","Mingolene","Female",0,0,2018,"Subsist_crops","Subsist_crops","None",NA,1,0,1,0,0,1,0,0
"1971","Nauluco","Male",0,0,2018,"Subsist_crops","Informal_work","None","None",0,0,0,0,0,0,0,0
"1972","Mingolene","Male",0,0,2018,"Subsist_crops","Sell_drinks","None","None",1,0,1,0,0,1,0,0
"1973","Nauluco","Male",1,1,2018,"Other","Subsist_crops","Incomplete_secondary","None",0,0,0,0,0,0,0,0
"1974","Namame","Male",0,0,2018,"Hort_crops","Subsist_crops","None","None",0,1,0,1,0,0,1,0
"1975","Nauluco","Male",1,0,2018,"Subsist_crops","Informal_work","Complete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"1976","Namame","Male",1,1,2018,"Informal_formal_business","Cash_crops","Incomplete_secondary","Incomplete_secondary",0,1,0,1,0,0,1,1
"1977","Namame","Male",0,0,2018,"Fish_sale_local","Subsist_crops","None","Incomplete_primary",0,1,0,1,0,0,1,0
"1978","Namame","Male",0,1,2018,"Subsist_crops","Informal_formal_business","None","None",0,1,0,1,0,0,1,1
"1979","Namame","Male",0,1,2018,"Fish_sale_local","Fish_sale_local","None","Incomplete_primary",0,1,0,1,0,0,1,1
"1980","Namame","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Complete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1981","Namame","Male",0,0,2018,"Formal_work","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"1982","Namame","Male",0,1,2018,"Fish_sale_local","Subsist_crops","None","None",0,1,0,1,0,0,1,1
"1983","Namame","Male",0,0,2018,"Subsist_crops","Subsist_crops","None","None",0,1,0,1,0,0,1,0
"1984","Namame","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1985","Namame","Female",0,0,2018,"Subsist_crops","Subsist_crops","None",NA,0,1,0,1,0,0,1,0
"1986","Namame","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"1987","Namame","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1988","Nauluco","Male",1,0,2018,"Subsist_crops","Subsist_crops","None","None",0,0,0,0,0,0,0,0
"1989","Nauluco","Female",0,0,2018,"Subsist_crops","Informal_formal_business","Incomplete_primary",NA,0,0,0,0,0,0,0,0
"1990","Nauluco","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",0,0,0,0,0,0,0,0
"1991","Namame","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1992","Namame","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"1993","Namame","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Complete_primary","None",0,1,0,1,0,0,1,0
"1994","Namame","Female",0,0,2018,"Subsist_crops","Informal_formal_business","None",NA,0,1,0,1,0,0,1,0
"1995","Namame","Female",0,1,2018,"Cash_crops","Hort_crops","None",NA,0,1,0,1,0,0,1,1
"1996","Namame","Male",1,0,2018,"Other","Cash_crops","Incomplete_secondary","None",0,1,0,1,0,0,1,0
"1997","Mingolene","Male",0,1,2018,"Subsist_crops","Fish_sale_local","Complete_primary","Incomplete_primary",1,0,1,0,0,1,0,1
"1998","Mingolene","Male",0,1,2018,"Sell_drinks","Sell_drinks","Complete_primary","None",1,0,1,0,0,1,0,1
"1999","Mingolene","Female",0,1,2018,"Subsist_crops","Subsist_crops","None",NA,1,0,1,0,0,1,0,1
"2000","Pulizica","Male",0,1,2018,"Fish_sale_local","Cash_crops","None","None",1,0,1,0,0,1,0,0
"2001","Pulizica","Male",0,0,2018,"Fish_sale_local","Fish_sale_local","None","None",1,0,1,0,0,1,0,0
"2002","Pulizica","Male",1,0,2018,"Subsist_crops","Subsist_crops","Complete_primary","None",1,0,1,0,0,1,0,0
"2003","Nauluco","Male",1,1,2018,"Informal_formal_business","Cash_crops","Complete_secondary_or_higher","Complete_primary",0,0,0,0,0,0,0,0
"2004","Corane","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",1,1,1,1,1,1,0,0
"2005","Corane","Male",0,1,2018,"Fish_sale_local","Subsist_crops","None","None",1,1,1,1,1,1,0,1
"2006","Corane","Male",1,0,2018,"Monthly_pension","Subsist_crops","Incomplete_primary","None",1,1,1,1,1,1,0,0
"2007","Corane","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,1,1,1,1,1,0,0
"2008","Corane","Male",1,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Complete_secondary_or_higher",1,1,1,1,1,1,0,1
"2009","Corane","Male",1,1,2018,"Cash_crops","Subsist_crops","Complete_primary","None",1,1,1,1,1,1,0,1
"2010","Corane","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,1,1,1,1,1,0,1
"2011","Corane","Male",1,1,2018,"Subsist_crops","Subsist_crops","Complete_primary","None",1,1,1,1,1,1,0,1
"2012","Corane","Male",0,1,2018,"Construction_materials","Subsist_crops","None","None",1,1,1,1,1,1,0,1
"2013","Corane","Female",1,0,2018,"Subsist_crops","Subsist_crops","None",NA,1,1,1,1,1,1,0,0
"2014","Corane","Male",0,0,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","None",1,1,1,1,1,1,0,0
"2015","Corane","Male",1,0,2018,"Cash_crops","Subsist_crops","Complete_primary",NA,1,1,1,1,1,1,0,0
"2016","Corane","Male",0,0,2018,"Other","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,1,1,1,1,0,0
"2017","Corane","Male",0,1,2018,"Fish_sale_external","Subsist_crops","None","None",1,1,1,1,1,1,0,1
"2018","Corane","Male",0,0,2018,"Subsist_crops","Artisan","None","None",1,1,1,1,1,1,0,0
"2019","Manene","Male",1,0,2018,"Remittances","Subsist_crops","Incomplete_primary","None",1,1,0,1,0,1,0,0
"2020","Manene","Male",1,1,2018,"Cash_crops","Cash_crops","Complete_primary","Incomplete_primary",1,1,0,1,0,1,0,0
"2021","Manene","Male",1,1,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","None",1,1,0,1,0,1,0,1
"2022","Manene","Female",0,0,2018,"Subsist_crops","Subsist_crops","None",NA,1,1,0,1,0,1,0,0
"2023","Manene","Female",0,0,2018,"None","Subsist_crops","Incomplete_primary",NA,1,1,0,1,0,1,0,0
"2024","Manene","Male",0,0,2018,"Other","Subsist_crops","None","Complete_primary",1,1,0,1,0,1,0,0
"2025","Manene","Male",0,1,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,1
"2026","Manene","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,0
"2027","Manene","Male",1,0,2018,"Subsist_crops","Subsist_crops","Illiterate","None",1,1,0,1,0,1,0,0
"2028","Manene","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary",NA,1,1,0,1,0,1,0,0
"2029","Manene","Male",1,1,2018,"Subsist_crops","Subsist_crops","Incomplete_secondary","Incomplete_primary",1,1,0,1,0,1,0,1
"2030","Manene","Male",0,1,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","None",1,1,0,1,0,1,0,1
"2031","Manene","Male",0,0,2018,"Firewood_charcoal","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,0
"2032","Manene","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,0
"2033","Manene","Male",0,0,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,0
"2034","Manene","Female",0,0,2018,"Subsist_crops","Sell_drinks","None","None",1,1,0,1,0,1,0,0
"2035","Manene","Female",0,0,2018,"Subsist_crops","Subsist_crops","None",NA,1,1,0,1,0,1,0,0
"2036","Manene","Male",0,0,2018,"Remittances","Cash_crops","None","None",1,1,0,1,0,1,0,0
"2037","Manene","Male",1,1,2018,"Informal_formal_business","Cash_crops","Incomplete_secondary","None",1,1,0,1,0,1,0,1
"2038","Manene","Male",0,1,2018,"Hort_crops","Hort_crops","None","None",1,1,0,1,0,1,0,1
"2039","Manene","Male",1,1,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,1
"2040","Manene","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,1,0,1,0,1,0,1
"2041","Manene","Male",1,1,2018,"Informal_work","Subsist_crops","Incomplete_primary","None",1,1,0,1,0,1,0,1
"2042","Corane","Male",1,1,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","None",1,1,1,1,1,1,0,1
"2043","Corane","Male",1,1,2018,"Fish_sale_local","Subsist_crops","Complete_primary","Illiterate",1,1,1,1,1,1,0,1
"2044","Corane","Male",1,0,2018,"Fish_sale_local","Subsist_crops","Complete_primary","Incomplete_primary",1,1,1,1,1,1,0,0
"2045","Corane","Male",1,1,2018,"Fish_sale_local","Cash_crops","Incomplete_secondary","None",1,1,1,1,1,1,0,1
"2046","Corane","Male",1,0,2018,"Cash_crops","Cash_crops","Incomplete_secondary","None",1,1,1,1,1,1,0,0
"2047","Corane","Male",1,1,2018,"Fish_sale_local","Cash_crops","Complete_primary","None",1,1,1,1,1,1,0,1
"2048","Corane","Female",0,0,2018,"Remittances","Subsist_crops","None",NA,1,1,1,1,1,1,0,0
"2049","Corane","Male",1,0,2018,"Remittances","Subsist_crops","Incomplete_primary",NA,1,1,1,1,1,1,0,0
"2050","Corane","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,1,1,1,1,1,0,1
"2051","Corane","Female",0,0,2018,"Cash_crops","Cash_crops","None","None",1,1,1,1,1,1,0,0
"2052","Manene","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,1,0,1,0,1,0,0
"2053","Manene","Male",1,0,2018,"Construction_materials","Subsist_crops","Complete_primary","Incomplete_primary",1,1,0,1,0,1,0,0
"2054","Manene","Male",0,1,2018,"Other","Subsist_crops","Incomplete_primary",NA,1,1,0,1,0,1,0,1
"2055","Manene","Male",1,0,2018,"Construction_materials","Subsist_crops","Incomplete_secondary","None",1,1,0,1,0,1,0,0
"2056","Manene","Male",0,0,2018,"Subsist_crops","Firewood_charcoal","None","None",1,1,0,1,0,1,0,0
"2057","Manene","Male",1,0,2018,"Subsist_crops","Artisan","None","None",1,1,0,1,0,1,0,0
"2058","Manene","Female",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary",NA,1,1,0,1,0,1,0,0
"2059","Manene","Male",0,0,2018,"Sell_drinks","Firewood_charcoal","None","None",1,1,0,1,0,1,0,0
"2060","Manene","Male",0,0,2018,"Subsist_crops","Firewood_charcoal","None","None",1,1,0,1,0,1,0,0
"2061","Manene","Male",0,0,2018,"Subsist_crops","Firewood_charcoal","None","None",1,1,0,1,0,1,0,0
"2062","Manene","Male",1,1,2018,"Fish_sale_external","Subsist_crops","Complete_primary","Incomplete_primary",1,1,0,1,0,1,0,1
"2063","Manene","Male",1,0,2018,"Cash_crops","Cash_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,0
"2064","Manene","Male",1,1,2018,"Cash_crops","Fish_sale_local","Complete_primary","None",1,1,0,1,0,1,0,1
"2065","Manene","Male",1,0,2018,"Fish_sale_local","Cash_crops","Incomplete_primary","None",1,1,0,1,0,1,0,0
"2066","Manene","Male",1,1,2018,"Cash_crops","Cash_crops","Incomplete_primary","None",1,1,0,1,0,1,0,1
"2067","Manene","Male",1,0,2018,"Other","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,0
"2068","Manene","Male",1,1,2018,"Subsist_crops","Subsist_crops","Incomplete_secondary","Incomplete_primary",1,1,0,1,0,1,0,0
"2069","Manene","Male",0,0,2018,"Subsist_crops","Offers","None",NA,1,1,0,1,0,1,0,0
"2070","Manene","Male",1,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,1,0,1,0,1,0,0
"2071","Manene","Female",0,0,2018,"Subsist_crops","Subsist_crops","None",NA,1,1,0,1,0,1,0,0
"2072","Manene","Female",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary",NA,1,1,0,1,0,1,0,1
"2073","Manene","Male",0,1,2018,"Monthly_pension","Subsist_crops","None","None",1,1,0,1,0,1,0,1
"2074","Manene","Male",0,1,2018,"Firewood_charcoal","Subsist_crops","None","None",1,1,0,1,0,1,0,1
"2075","Manene","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Complete_primary",1,1,0,1,0,1,0,0
"2076","Manene","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,1,0,1,0,1,0,0
"2077","Manene","Male",0,1,2018,"Subsist_crops","Subsist_crops","None","None",1,1,0,1,0,1,0,1
"2078","Manene","Male",0,0,2018,"Cash_crops","Cash_crops","None","None",1,1,0,1,0,1,0,0
"2079","Manene","Female",0,0,2018,"None","Cash_crops","None",NA,1,1,0,1,0,1,0,0
"2080","Manene","Male",1,0,2018,"Formal_work","Cash_crops","Complete_secondary_or_higher","Complete_primary",1,1,0,1,0,1,0,0
"2081","Manene","Male",1,1,2018,"Cash_crops","Cash_crops","Incomplete_primary","None",1,1,0,1,0,1,0,1
"2082","Manene","Male",0,0,2018,"Cash_crops","Cash_crops","None","None",1,1,0,1,0,1,0,0
"2083","Manene","Male",0,1,2018,"Cash_crops","Cash_crops","None","None",1,1,0,1,0,1,0,1
"2084","Manene","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,0
"2085","Manene","Male",1,1,2018,"Other","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,1
"2086","Manene","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,1,0,1,0,1,0,1
"2087","Manene","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,0
"2088","Manene","Male",0,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","None",1,1,0,1,0,1,0,0
"2089","Manene","Male",1,0,2018,"Other","Subsist_crops","Incomplete_primary","None",1,1,0,1,0,1,0,0
"2090","Manene","Female",0,0,2018,"None","Offers","None",NA,1,1,0,1,0,1,0,0
"2091","Manene","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Complete_primary",1,1,0,1,0,1,0,0
"2092","Manene","Male",1,1,2018,"Subsist_crops","Subsist_crops","Incomplete_secondary","Incomplete_primary",1,1,0,1,0,1,0,1
"2093","Manene","Male",1,1,2018,"Other","Subsist_crops","Complete_primary","Incomplete_primary",1,1,0,1,0,1,0,1
"2094","Manene","Male",0,0,2018,"Subsist_crops","Subsist_crops","None","None",1,1,0,1,0,1,0,0
"2095","Manene","Male",1,1,2018,"Cash_crops","Fish_sale_local","Complete_primary","None",1,1,0,1,0,1,0,1
"2096","Corane","Male",0,0,2018,"Subsist_crops","Fish_sale_external","None","None",1,1,1,1,1,1,0,0
"2097","Nauluco","Male",0,1,2018,"Cash_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",0,0,0,0,0,0,0,0
"2098","Nauluco","Male",0,0,2018,"Cash_crops","Subsist_crops","Incomplete_primary","None",0,0,0,0,0,0,0,0
"2099","Nauluco","Male",1,1,2018,"Informal_work","Cash_crops","Incomplete_secondary","None",0,0,0,0,0,0,0,0
"2100","Nauluco","Male",1,1,2018,"Other","Hort_crops","Incomplete_secondary","Incomplete_primary",0,0,0,0,0,0,0,1
"2101","Macogone","Male",1,0,2018,"Subsist_crops","Subsist_crops","Complete_primary","None",0,1,0,1,0,0,1,0
"2102","Macogone","Male",0,0,2018,"Forraged_products","Subsist_crops","Incomplete_primary",NA,0,1,0,1,0,0,1,0
"2103","Macogone","Male",1,0,2018,"Informal_formal_business","Subsist_crops","Incomplete_secondary","Incomplete_secondary",0,1,0,1,0,0,1,0
"2104","Macogone","Male",0,0,2018,"Cash_crops","Subsist_crops","None","None",0,1,0,1,0,0,1,0
"2105","Macogone","Male",0,0,2018,"Cash_crops","Subsist_crops","None","None",0,1,0,1,0,0,1,0
"2106","Macogone","Male",0,0,2018,"Subsist_crops","Artisan","None","Incomplete_primary",0,1,0,1,0,0,1,0
"2107","Macogone","Male",1,0,2018,"Cash_crops","Cash_crops","Incomplete_secondary","Incomplete_primary",0,1,0,1,0,0,1,0
"2108","Macogone","Male",0,0,2018,"Cash_crops","Cash_crops","None","None",0,1,0,1,0,0,1,0
"2109","Macogone","Male",1,0,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"2110","Namiepe","Female",0,0,2018,"Subsist_crops","Subsist_crops","None",NA,1,1,0,1,1,0,1,0
"2111","Manene","Male",0,1,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,0,1,0,1
"2112","Macogone","Female",0,1,2018,"Subsist_crops","Subsist_crops","None",NA,0,1,0,1,0,0,1,1
"2113","Macogone","Male",0,0,2018,"Subsist_crops","None","None","None",0,1,0,1,0,0,1,0
"2114","Macogone","Male",0,1,2018,"Cash_crops","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"2115","Macogone","Male",0,0,2018,"Informal_work","Subsist_crops","Incomplete_primary","None",0,1,0,1,0,0,1,0
"2116","Macogone","Male",1,0,2018,"Formal_work","Formal_work","Complete_secondary_or_higher","Incomplete_secondary",0,1,0,1,0,0,1,0
"2117","Macogone","Male",1,0,2018,"Informal_work","Subsist_crops","Incomplete_secondary","Incomplete_primary",0,1,0,1,0,0,1,0
"2118","Macogone","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"2119","Macogone","Male",0,1,2018,"Informal_formal_business","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,1
"2120","Macogone","Male",1,0,2018,"Fish_sale_local","Informal_formal_business","Complete_primary","None",0,1,0,1,0,0,1,0
"2121","Macogone","Male",0,0,2018,"Fish_sale_local","Subsist_crops","Incomplete_primary","Incomplete_primary",0,1,0,1,0,0,1,0
"2122","Namame","Male",1,0,2018,"Firewood_charcoal","Animal_husbandry","Complete_primary","None",0,1,0,1,0,0,1,0
"2123","Nauluco","Male",0,0,2018,"Fish_sale_external","Subsist_crops","Incomplete_primary","None",0,0,0,0,0,0,0,0
"2124","Namiepe","Male",0,0,2018,"Firewood_charcoal","Informal_work","None","None",1,1,0,1,1,0,1,0
"2125","Namiepe","Male",0,0,2018,"Subsist_crops","Informal_work","None","None",1,1,0,1,1,0,1,0
"2126","Namiepe","Male",1,0,2018,"Subsist_crops","Informal_work","Complete_primary","None",1,1,0,1,1,0,1,0
"2127","Namiepe","Male",1,0,2018,"Subsist_crops","Informal_work","Complete_primary","None",1,1,0,1,1,0,1,0
"2128","Namiepe","Male",1,0,2018,"Informal_work","Cash_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,1,0,1,0
"2129","Namiepe","Male",1,0,2018,"Firewood_charcoal","Cash_crops","Incomplete_secondary","Complete_primary",1,1,0,1,1,0,1,0
"2130","Namiepe","Male",0,0,2018,"Informal_formal_business","Cash_crops","None",NA,1,1,0,1,1,0,1,0
"2131","Namiepe","Female",0,0,2018,"None","Cash_crops","None",NA,1,1,0,1,1,0,1,0
"2132","Namiepe","Male",0,0,2018,"Firewood_charcoal","Informal_formal_business","None","None",1,1,0,1,1,0,1,0
"2133","Namiepe","Male",0,0,2018,"Informal_formal_business","Cash_crops","None","None",1,1,0,1,1,0,1,0
"2134","Namiepe","Male",0,0,2018,"Cash_crops","Cash_crops","None","None",1,1,0,1,1,0,1,0
"2135","Namiepe","Male",1,1,2018,"Sell_drinks","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,1,0,1,1
"2136","Namiepe","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,1,0,1,0
"2137","Namiepe","Male",1,0,2018,"Subsist_crops","Subsist_crops","Incomplete_primary","Incomplete_primary",1,1,0,1,1,0,1,0
"2138","Namiepe","Female",0,0,2018,"Subsist_crops","Subsist_crops","None",NA,1,1,0,1,1,0,1,0
"2139","Namiepe","Male",0,1,2018,"Firewood_charcoal","Subsist_crops","None","None",1,1,0,1,1,0,1,1
"2140","Namiepe","Male",1,0,2018,"Firewood_charcoal","Subsist_crops","Incomplete_primary","None",1,1,0,1,1,0,1,0
"2141","Namiepe","Female",0,1,2018,"Subsist_crops","Subsist_crops","None",NA,1,1,0,1,1,0,1,0
