"","Year","Econ_dec","Chng_livli","Days_seafood","Fish_freq","Fish_sanct_impct","Prohb_fish","No_fish_spec","CF_USE_YN","CF_USE_Construction","CF_USE_Honey","CF_USE_Medicine","CF_USE_Fruit","CF_USE_Other","Mang_USE_YN","Mang_USE_Firewood","Mang_USE_Home","Mang_USE_CrabSnail","Mang_USE_FishProd","Mang_USE_medicine","Mang_USE_Honey","Mang_USE_FishTrap","Mang_USE_Other","Crop_Rotation","Legumes_BRS","Minimum_tillage","Mulching","Live_cover","Organic_Fertilizer","Any_fert","Borrow","Credit_from_A","Credit_from_B","Credit_from_C","Credit_reason","FFS_Participation"
"1861","2018","head","0","7","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1",NA,"1","0",NA,NA,NA,NA,NA
"1862","2018","head","0","2","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1863","2018","together","0","4","1","none","Yes","Yes","1","1","0","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1864","2018","together","0","3","1","none","Yes","Yes","1","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1865","2018","together","0","4","0",NA,"Yes","Yes","1","1","0","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1866","2018","together","0","4","0",NA,"Yes","Yes","1","1","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1867","2018","together","0","3","3","benefited","No",NA,"1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1868","2018","spouse","0","3","0",NA,NA,NA,"1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1869","2018","head","0","4","0",NA,NA,NA,"1","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1870","2018","together","0","7","0","harmed","Yes","No","1","1","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1871","2018","head","0","7","0",NA,NA,NA,"1","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1872","2018","together","0","7","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,"1"
"1873","2018","head","0","7","7","none","Yes","Yes","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1874","2018","together","0","7","7","benefited","Yes","Yes","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1875","2018","head","0","3","0",NA,NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1",NA,"1","0",NA,NA,NA,NA,NA
"1876","2018","head","0","3","0",NA,NA,NA,"1","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1877","2018","spouse","0","3","2","benefited","Yes","Yes","1","0","0","1","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1878","2018","spouse","0","1","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1879","2018","spouse","0","2","0",NA,NA,NA,"1","1","0","1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1880","2018","head","0","5","5",NA,"Yes","No","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1",NA,"1","0",NA,NA,NA,NA,NA
"1881","2018","head","0","4","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0",NA,"0","0",NA,NA,NA,NA,"0"
"1882","2018","head","0","5","2","none","Yes","Yes","1","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","1","1","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1883","2018","head","1","5","0",NA,NA,NA,"1","0","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0",NA,"0","0",NA,NA,NA,NA,"1"
"1884","2018","head","0","6","7","none","Yes","Yes","1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","0",NA,"0","0",NA,NA,NA,NA,"0"
"1885","2018","head","0","4","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0",NA,"0","1","Informal_credit",NA,NA,"Food","1"
"1886","2018","head","1","3","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0",NA,"0","0",NA,NA,NA,NA,"1"
"1887","2018","together","1","7","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0",NA,"0","0",NA,NA,NA,NA,"1"
"1888","2018","head","0","6","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","0",NA,"0","0",NA,NA,NA,NA,"0"
"1889","2018","head","0","7","0",NA,NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1890","2018","head","0","5","0",NA,NA,NA,"1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1891","2018","spouse","0","4","1",NA,"Yes","Yes","1","1","0","0","0","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1892","2018","spouse","0","3","0",NA,NA,NA,"1","1","0","1","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1893","2018","head","0","5","5",NA,"Yes","Yes","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1894","2018","together","0","5","0","benefited",NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1895","2018","head","0","7","3","benefited","Yes","Yes","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1896","2018","head","0","7","3","none",NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1897","2018","head","0","7","0",NA,NA,NA,"1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1898","2018","together","0","4","0",NA,"Yes","Yes","1","1","0","0","0","1","1","0","1","1","1","0","0","1","0","1","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"1"
"1899","2018","together","0","4","0",NA,"Yes","Yes","1","1","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1900","2018","together","0","3","0",NA,"Yes","Yes","1","1","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1901","2018","head","0","3","0",NA,NA,NA,"1","1","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1902","2018","head","0","2","0",NA,NA,NA,"1","1","0","0","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1903","2018","head","0","4","0",NA,NA,NA,"1","1","0","0","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1904","2018","head","0","6","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1905","2018","head","0","2","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1906","2018","together","0","5","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1907","2018","together","0","3","2","none","Yes","Yes","1","1","0","1","0","1","1","0","1","1","0","0","0","1","0","1","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1908","2018","together","0","2","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1909","2018","head","0","4","2","none","Yes","Yes","1","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1910","2018","together","0","4","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1911","2018","head","0","6","0",NA,NA,NA,"1","1","1","0","1","1","1","1","1","1","0","1","1","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1912","2018","head","1","7","4","benefited","No",NA,"1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1913","2018","together","1","7","0","benefited",NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1914","2018","head","0","4","2","none","Yes","Yes","1","1","0","0","0","1","1","1","0","1","0","0","0","0","0","0","1","1","1","0",NA,"0","0",NA,NA,NA,NA,"0"
"1915","2018","head","0","1","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1",NA,"1","0",NA,NA,NA,NA,"0"
"1916","2018","head","0","3","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1",NA,"1","0",NA,NA,NA,NA,"1"
"1917","2018","head","1","4","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","1",NA,"1","0",NA,NA,NA,NA,"0"
"1918","2018","together","0","3","0",NA,NA,NA,"1","0","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1919","2018","together","0","2","0",NA,NA,NA,"1","0","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1",NA,"1","0",NA,NA,NA,NA,"0"
"1920","2018","head","0","7","0",NA,NA,NA,"1","0","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","1",NA,"1","0",NA,NA,NA,NA,NA
"1921","2018","head","0","5","0",NA,NA,NA,"1","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","1","0","1","1",NA,"1","0",NA,NA,NA,NA,"1"
"1922","2018","together","0","7","2","none","No",NA,"1","0","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1923","2018","together","0","3","0","benefited",NA,NA,"1","1","0","0","0","1","1","1","1","1","1","1","1","1",NA,"1","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1924","2018","together","0","5","0",NA,NA,NA,"1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1925","2018","together","0","6","1","benefited","Yes","Yes","1","1","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"1"
"1926","2018","together","0","3","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0",NA,"0","1","Informal_credit",NA,NA,"Other","1"
"1927","2018","head","1","3","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1928","2018","head","1","6","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1929","2018","head","0","5","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0",NA,"0","0",NA,NA,NA,NA,"1"
"1930","2018","head","0","4","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0",NA,"0","1","Bank","Informal_credit",NA,"Health_medicine","1"
"1931","2018","head","1","7","0",NA,NA,NA,"1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","1","1",NA,"1","0",NA,NA,NA,NA,"0"
"1932","2018","together","0","6","0",NA,NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1",NA,"1","0",NA,NA,NA,NA,"1"
"1933","2018","together","0","7","7","none","No",NA,"1","1","1","0","0","1","1","1","1","1","1","0","0","0","0","0","1","1","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1934","2018","head","0","4","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1935","2018","head","0","7","0",NA,NA,NA,"1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1936","2018","head","0","3","0",NA,NA,NA,"1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1937","2018","head","0","5","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1938","2018","head","0","4","0",NA,NA,NA,"1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"1"
"1939","2018","head","0","6","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1940","2018","head","0","3","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1941","2018","together","0","6","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","1","Informal_credit",NA,NA,"New_home",NA
"1942","2018","together","0","7","0",NA,"Yes","Yes","1","1","0","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1943","2018","head","0","3","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","1","Friends_family",NA,NA,"Agricultural_inputs","1"
"1944","2018","head","1","7","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0",NA,"0","0",NA,NA,NA,NA,NA
"1945","2018","head","0","7","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","1",NA,"1","0",NA,NA,NA,NA,"0"
"1946","2018","head","0","7","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","1",NA,"1","1","Other",NA,NA,"Business",NA
"1947","2018","head","0","3","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","1",NA,"1","0",NA,NA,NA,NA,NA
"1948","2018","head","1","3","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1949","2018","spouse","0","1","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1950","2018","spouse","0","2","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1951","2018","together","0","4","0",NA,NA,NA,"1","1","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1952","2018","spouse","0","4","0",NA,NA,NA,"1","1","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1953","2018","head","1","5","4",NA,"Yes","Yes","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1954","2018","head","0","1","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1955","2018","head","0","7","6","benefited","Yes","Yes","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1956","2018","head","0","7","2","benefited","Yes","Yes","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","1","1","0",NA,"0","0",NA,NA,NA,NA,NA
"1957","2018","head","0","3","0",NA,NA,NA,"1","0","0","1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1958","2018","head","0","4","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1",NA,"1","0",NA,NA,NA,NA,NA
"1959","2018","head","0","3","0",NA,NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1960","2018","head","0","7","3","benefited","Yes","Yes","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1",NA,"1","0",NA,NA,NA,NA,"0"
"1961","2018","head","0","7","5",NA,"Yes","Yes","1","1","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1962","2018","together","0","7","7",NA,"No",NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1963","2018","head","0","6","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1964","2018","head","0","6","2","benefited","Yes","Yes","1","0","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1965","2018","together","0","7","0",NA,"No",NA,"1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0",NA,"0","1","Friends_family",NA,NA,"Agricultural_inputs",NA
"1966","2018","together","0","6","0",NA,"No",NA,"1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"1"
"1967","2018","head","0","5","5",NA,"Yes","Yes","1","1","0","0","1","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1968","2018","head","0","4","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1969","2018","head","0","4","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0"
"1970","2018","head","0","7","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1971","2018","head","0","2","0",NA,NA,NA,"1","0","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1972","2018","head","0","7","5",NA,"Yes","Yes","1","1","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1973","2018","head","0","3","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1974","2018","together","0","4","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1975","2018","head","0","1","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1976","2018","head","0","7","0","harmed","Yes","Yes","0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","0",NA,"0","0",NA,NA,NA,NA,NA
"1977","2018","head","0","5","6","benefited","Yes","Yes","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1978","2018","head","0","4","4",NA,"Yes","Yes","1","1","0","0","0","1","1","0","1","1","0","0","0","1","0","1","0","0","0","0",NA,"0","1","Other",NA,NA,"Food","1"
"1979","2018","together","0","2","0","none","No",NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0",NA,"0","1","Friends_family","Informal_credit",NA,"Other","0"
"1980","2018","head","0","6","3","benefited","No",NA,"1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1981","2018","head","0","7","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1982","2018","together","0","7","7","none","No",NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1",NA,"1","0",NA,NA,NA,NA,"1"
"1983","2018","together","0","7","0","none",NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1",NA,"1","0",NA,NA,NA,NA,"1"
"1984","2018","head","1","6","3",NA,"No",NA,"0","0",NA,NA,NA,"1","1","0","0","1","0","0","0","0","0","0","0","1","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1985","2018","head","1","4","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1986","2018","head","1","2","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0",NA,"0","0",NA,NA,NA,NA,"0"
"1987","2018","head","0","5","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1988","2018","head","0","3","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"1989","2018","head","0","7","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0"
"1990","2018","head","0","2","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1991","2018","together","0","7","5","none","Yes",NA,"1","1","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0",NA,"0","1","Friends_family",NA,NA,"Business","1"
"1992","2018","head","0","7","0","none","No",NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1993","2018","together","1","3","3",NA,"Yes","Yes","1","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"1"
"1994","2018","head","0","5","0",NA,NA,NA,"1","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1995","2018","together","0","5","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","1",NA,"1","0",NA,NA,NA,NA,NA
"1996","2018","head","0","5","0",NA,NA,NA,"0","0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0",NA,"0","0",NA,NA,NA,NA,"1"
"1997","2018","together","0","7","7","benefited","Yes","Yes","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","1","0","0","0",NA,"0","0",NA,NA,NA,NA,"0"
"1998","2018","together","0","7","7","benefited","Yes","Yes","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1",NA,"1","0",NA,NA,NA,NA,"0"
"1999","2018","head","0","7","0","benefited",NA,NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"2000","2018","spouse","0","6","0","harmed","No",NA,"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"2001","2018","together","0","3","5","benefited","Yes","Yes","0","0",NA,NA,NA,"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,NA
"2002","2018","together","0","7","7","benefited","Yes","Yes","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0"
